subject,relation,object,cat
烤哈罗米蔬菜,食谱的功效,健脾,食谱的功效
Grilled Halloumi with Vegetables,Health Benefit,Strengthen Spleen,Health Benefit
烤哈罗米蔬菜,食谱的功效,和胃,食谱的功效
Grilled Halloumi with Vegetables,Health Benefit,Harmonize Stomach,Health Benefit
烤哈罗米蔬菜,食谱的食材构成,哈罗米奶酪,B2
Grilled Halloumi with Vegetables,Ingredient,Halloumi Cheese,B2
烤哈罗米蔬菜,食谱的食材构成,西葫芦,A2
Grilled Halloumi with Vegetables,Ingredient,Zucchini,A2
烤哈罗米蔬菜,食谱的食材构成,彩椒,A2
Grilled Halloumi with Vegetables,Ingredient,Bell Pepper,A2
烤哈罗米蔬菜,食谱的食材构成,橄榄油,D
Grilled Halloumi with Vegetables,Ingredient,Olive Oil,D
烤哈罗米蔬菜,食谱的食材构成,黑胡椒,D
Grilled Halloumi with Vegetables,Ingredient,Black Pepper,D
土豆炖牛腩,食谱的功效,行气,食谱的功效
Beef Stew with Potatoes,Health Benefit,Promote Qi Circulation,Health Benefit
土豆炖牛腩,食谱的功效,活血,食谱的功效
Beef Stew with Potatoes,Health Benefit,Invigorate Blood,Health Benefit
土豆炖牛腩,食谱的食材构成,牛腩,B1
Beef Stew with Potatoes,Ingredient,Beef Brisket,B1
土豆炖牛腩,食谱的食材构成,土豆,A1
Beef Stew with Potatoes,Ingredient,Potato,A1
土豆炖牛腩,食谱的食材构成,洋葱,A2
Beef Stew with Potatoes,Ingredient,Onion,A2
土豆炖牛腩,食谱的食材构成,清水,D
Beef Stew with Potatoes,Ingredient,Water,D
土豆炖牛腩,食谱的食材构成,食盐,D
Beef Stew with Potatoes,Ingredient,Salt,D
鸡肉皮卡塔,食谱的功效,润燥,食谱的功效
Chicken Piccata,Health Benefit,Moisturize Dryness,Health Benefit
鸡肉皮卡塔,食谱的功效,养颜,食谱的功效
Chicken Piccata,Health Benefit,Enhance Beauty,Health Benefit
鸡肉皮卡塔,食谱的食材构成,鸡胸肉,B1
Chicken Piccata,Ingredient,Chicken Breast,B1
鸡肉皮卡塔,食谱的食材构成,柠檬汁,D
Chicken Piccata,Ingredient,Lemon Juice,D
鸡肉皮卡塔,食谱的食材构成,黄油,B2
Chicken Piccata,Ingredient,Butter,B2
鸡肉皮卡塔,食谱的食材构成,干白葡萄酒,D
Chicken Piccata,Ingredient,Dry White Wine,D
鸡肉皮卡塔,食谱的食材构成,食盐,D
Chicken Piccata,Ingredient,Salt,D
白芸豆菠菜炖菜,食谱的功效,滋阴,食谱的功效
White Bean and Spinach Stew,Health Benefit,Nourish Yin,Health Benefit
白芸豆菠菜炖菜,食谱的功效,润燥,食谱的功效
White Bean and Spinach Stew,Health Benefit,Moisturize Dryness,Health Benefit
白芸豆菠菜炖菜,食谱的食材构成,白芸豆,A1
White Bean and Spinach Stew,Ingredient,White Beans,A1
白芸豆菠菜炖菜,食谱的食材构成,菠菜,A2
White Bean and Spinach Stew,Ingredient,Spinach,A2
白芸豆菠菜炖菜,食谱的食材构成,洋葱,A2
White Bean and Spinach Stew,Ingredient,Onion,A2
白芸豆菠菜炖菜,食谱的食材构成,番茄碎,A2
White Bean and Spinach Stew,Ingredient,Crushed Tomato,A2
白芸豆菠菜炖菜,食谱的食材构成,食盐,D
White Bean and Spinach Stew,Ingredient,Salt,D
烤芦笋配水煮蛋,食谱的功效,清热,食谱的功效
Grilled Asparagus with Poached Egg,Health Benefit,Clear Heat,Health Benefit
烤芦笋配水煮蛋,食谱的功效,利湿,食谱的功效
Grilled Asparagus with Poached Egg,Health Benefit,Remove Dampness,Health Benefit
烤芦笋配水煮蛋,食谱的食材构成,芦笋,A2
Grilled Asparagus with Poached Egg,Ingredient,Asparagus,A2
烤芦笋配水煮蛋,食谱的食材构成,鸡蛋,B2
Grilled Asparagus with Poached Egg,Ingredient,Egg,B2
烤芦笋配水煮蛋,食谱的食材构成,白醋,D
Grilled Asparagus with Poached Egg,Ingredient,White Vinegar,D
烤芦笋配水煮蛋,食谱的食材构成,橄榄油,D
Grilled Asparagus with Poached Egg,Ingredient,Olive Oil,D
烤芦笋配水煮蛋,食谱的食材构成,食盐,D
Grilled Asparagus with Poached Egg,Ingredient,Salt,D
波托贝罗蘑菇酿,食谱的功效,健脾,食谱的功效
Stuffed Portobello Mushrooms,Health Benefit,Strengthen Spleen,Health Benefit
波托贝罗蘑菇酿,食谱的功效,益气,食谱的功效
Stuffed Portobello Mushrooms,Health Benefit,Boost Qi,Health Benefit
波托贝罗蘑菇酿,食谱的食材构成,波托贝罗蘑菇,A2
Stuffed Portobello Mushrooms,Ingredient,Portobello Mushroom,A2
波托贝罗蘑菇酿,食谱的食材构成,菠菜,A2
Stuffed Portobello Mushrooms,Ingredient,Spinach,A2
波托贝罗蘑菇酿,食谱的食材构成,奶酪碎,B2
Stuffed Portobello Mushrooms,Ingredient,Cheese Crumbles,B2
波托贝罗蘑菇酿,食谱的食材构成,橄榄油,D
Stuffed Portobello Mushrooms,Ingredient,Olive Oil,D
波托贝罗蘑菇酿,食谱的食材构成,食盐,D
Stuffed Portobello Mushrooms,Ingredient,Salt,D
辣椒粉红薯角,食谱的功效,补血,食谱的功效
Sweet Potato Wedges with Paprika,Health Benefit,Replenish Blood,Health Benefit
辣椒粉红薯角,食谱的功效,养颜,食谱的功效
Sweet Potato Wedges with Paprika,Health Benefit,Enhance Beauty,Health Benefit
辣椒粉红薯角,食谱的食材构成,红薯,A1
Sweet Potato Wedges with Paprika,Ingredient,Sweet Potato,A1
辣椒粉红薯角,食谱的食材构成,辣椒粉,D
Sweet Potato Wedges with Paprika,Ingredient,Paprika,D
辣椒粉红薯角,食谱的食材构成,橄榄油,D
Sweet Potato Wedges with Paprika,Ingredient,Olive Oil,D
辣椒粉红薯角,食谱的食材构成,食盐,D
Sweet Potato Wedges with Paprika,Ingredient,Salt,D
辣椒粉红薯角,食谱的食材构成,黑胡椒,D
Sweet Potato Wedges with Paprika,Ingredient,Black Pepper,D
鸡肉蘑菇薄饼,食谱的功效,安神,食谱的功效
Chicken and Mushroom Crepe,Health Benefit,Calm the Mind,Health Benefit
鸡肉蘑菇薄饼,食谱的食材构成,鸡胸肉,B1
Chicken and Mushroom Crepe,Ingredient,Chicken Breast,B1
鸡肉蘑菇薄饼,食谱的食材构成,蘑菇,A2
Chicken and Mushroom Crepe,Ingredient,Mushroom,A2
鸡肉蘑菇薄饼,食谱的食材构成,薄饼,C
Chicken and Mushroom Crepe,Ingredient,Crepe,C
鸡肉蘑菇薄饼,食谱的食材构成,奶油,D
Chicken and Mushroom Crepe,Ingredient,Butter,D
鸡肉蘑菇薄饼,食谱的食材构成,食盐,D
Chicken and Mushroom Crepe,Ingredient,Salt,D
烤彩椒填库斯库斯,食谱的功效,润肺,食谱的功效
Roasted Bell Peppers with Couscous,Health Benefit,Moisturize the Lungs,Health Benefit
烤彩椒填库斯库斯,食谱的功效,护肤,食谱的功效
Roasted Bell Peppers with Couscous,Health Benefit,Protect the Skin,Health Benefit
烤彩椒填库斯库斯,食谱的食材构成,彩椒,A2
Roasted Bell Peppers with Couscous,Ingredient,Bell Pepper,A2
烤彩椒填库斯库斯,食谱的食材构成,库斯库斯,C
Roasted Bell Peppers with Couscous,Ingredient,Couscous,C
烤彩椒填库斯库斯,食谱的食材构成,番茄丁,A2
Roasted Bell Peppers with Couscous,Ingredient,Diced Tomato,A2
烤彩椒填库斯库斯,食谱的食材构成,橄榄油,D
Roasted Bell Peppers with Couscous,Ingredient,Olive Oil,D
烤彩椒填库斯库斯,食谱的食材构成,食盐,D
Roasted Bell Peppers with Couscous,Ingredient,Salt,D
虾仁芒果沙拉,食谱的功效,养阴,食谱的功效
Shrimp and Mango Salad,Health Benefit,Nourish Yin,Health Benefit
虾仁芒果沙拉,食谱的功效,生津,食谱的功效
Shrimp and Mango Salad,Health Benefit,Promote Fluid Production,Health Benefit
虾仁芒果沙拉,食谱的食材构成,虾仁,B3
Shrimp and Mango Salad,Ingredient,Shrimp,B3
虾仁芒果沙拉,食谱的食材构成,芒果,A3
Shrimp and Mango Salad,Ingredient,Mango,A3
虾仁芒果沙拉,食谱的食材构成,生菜,A2
Shrimp and Mango Salad,Ingredient,Lettuce,A2
虾仁芒果沙拉,食谱的食材构成,橄榄油,D
Shrimp and Mango Salad,Ingredient,Olive Oil,D
虾仁芒果沙拉,食谱的食材构成,青柠汁,D
Shrimp and Mango Salad,Ingredient,Lime Juice,D
燕麦肉饼,食谱的功效,健脾,食谱的功效
Meatloaf with Oats,Health Benefit,Strengthen the Spleen,Health Benefit
燕麦肉饼,食谱的功效,和胃,食谱的功效
Meatloaf with Oats,Health Benefit,Harmonize the Stomach,Health Benefit
燕麦肉饼,食谱的食材构成,牛绞肉,B1
Meatloaf with Oats,Ingredient,Ground Beef,B1
燕麦肉饼,食谱的食材构成,燕麦片,A1
Meatloaf with Oats,Ingredient,Oats,A1
燕麦肉饼,食谱的食材构成,鸡蛋,B2
Meatloaf with Oats,Ingredient,Egg,B2
燕麦肉饼,食谱的食材构成,洋葱碎,A2
Meatloaf with Oats,Ingredient,Chopped Onion,A2
燕麦肉饼,食谱的食材构成,食盐,D
Meatloaf with Oats,Ingredient,Salt,D
烤冬南瓜汤,食谱的功效,行气,食谱的功效
Roasted Butternut Squash Soup,Health Benefit,Promote Qi Circulation,Health Benefit
烤冬南瓜汤,食谱的功效,活血,食谱的功效
Roasted Butternut Squash Soup,Health Benefit,Activate Blood Circulation,Health Benefit
烤冬南瓜汤,食谱的食材构成,冬南瓜,A2
Roasted Butternut Squash Soup,Ingredient,Butternut Squash,A2
烤冬南瓜汤,食谱的食材构成,洋葱,A2
Roasted Butternut Squash Soup,Ingredient,Onion,A2
烤冬南瓜汤,食谱的食材构成,牛奶,B2
Roasted Butternut Squash Soup,Ingredient,Milk,B2
烤冬南瓜汤,食谱的食材构成,食盐,D
Roasted Butternut Squash Soup,Ingredient,Salt,D
烤冬南瓜汤,食谱的食材构成,黑胡椒,D
Roasted Butternut Squash Soup,Ingredient,Black Pepper,D
鸡肉玉米饼汤,食谱的功效,润燥,食谱的功效
Chicken Tortilla Soup,Health Benefit,Moisturize Dryness,Health Benefit
鸡肉玉米饼汤,食谱的食材构成,鸡胸肉,B1
Chicken Tortilla Soup,Ingredient,Chicken Breast,B1
鸡肉玉米饼汤,食谱的食材构成,玉米饼碎,C
Chicken Tortilla Soup,Ingredient,Crushed Tortilla,C
鸡肉玉米饼汤,食谱的食材构成,番茄碎,A2
Chicken Tortilla Soup,Ingredient,Chopped Tomato,A2
鸡肉玉米饼汤,食谱的食材构成,洋葱,A2
Chicken Tortilla Soup,Ingredient,Onion,A2
鸡肉玉米饼汤,食谱的食材构成,清水,D
Chicken Tortilla Soup,Ingredient,Water,D
蛋沙拉三明治,食谱的功效,滋阴,食谱的功效
Egg Salad Sandwich,Health Benefit,Nourish Yin,Health Benefit
蛋沙拉三明治,食谱的功效,润燥,食谱的功效
Egg Salad Sandwich,Health Benefit,Moisturize Dryness,Health Benefit
蛋沙拉三明治,食谱的食材构成,全麦面包,A1
Egg Salad Sandwich,Ingredient,Whole Wheat Bread,A1
蛋沙拉三明治,食谱的食材构成,鸡蛋,B2
Egg Salad Sandwich,Ingredient,Egg,B2
蛋沙拉三明治,食谱的食材构成,沙拉酱,C
Egg Salad Sandwich,Ingredient,Mayonnaise,C
蛋沙拉三明治,食谱的食材构成,小葱,A2
Egg Salad Sandwich,Ingredient,Green Onion,A2
蛋沙拉三明治,食谱的食材构成,黑胡椒,D
Egg Salad Sandwich,Ingredient,Black Pepper,D
柠檬黑胡椒金枪鱼排,食谱的功效,清热,食谱的功效
Tuna Steak with Lemon Pepper,Health Benefit,Clear Heat,Health Benefit
柠檬黑胡椒金枪鱼排,食谱的功效,利湿,食谱的功效
Tuna Steak with Lemon Pepper,Health Benefit,Eliminate Dampness,Health Benefit
柠檬黑胡椒金枪鱼排,食谱的食材构成,金枪鱼排,B3
Tuna Steak with Lemon Pepper,Ingredient,Tuna Steak,B3
柠檬黑胡椒金枪鱼排,食谱的食材构成,柠檬汁,D
Tuna Steak with Lemon Pepper,Ingredient,Lemon Juice,D
柠檬黑胡椒金枪鱼排,食谱的食材构成,黑胡椒,D
Tuna Steak with Lemon Pepper,Ingredient,Black Pepper,D
柠檬黑胡椒金枪鱼排,食谱的食材构成,食盐,D
Tuna Steak with Lemon Pepper,Ingredient,Salt,D
柠檬黑胡椒金枪鱼排,食谱的食材构成,橄榄油,D
Tuna Steak with Lemon Pepper,Ingredient,Olive Oil,D
鹰嘴豆丸子卷饼,食谱的功效,健脾,食谱的功效
Chickpea Falafel Wrap,Health Benefit,Strengthen Spleen,Health Benefit
鹰嘴豆丸子卷饼,食谱的功效,益气,食谱的功效
Chickpea Falafel Wrap,Health Benefit,Tonify Qi,Health Benefit
鹰嘴豆丸子卷饼,食谱的食材构成,鹰嘴豆丸子,C
Chickpea Falafel Wrap,Ingredient,Falafel,C
鹰嘴豆丸子卷饼,食谱的食材构成,墨西哥卷饼,C
Chickpea Falafel Wrap,Ingredient,Tortilla,C
鹰嘴豆丸子卷饼,食谱的食材构成,生菜,A2
Chickpea Falafel Wrap,Ingredient,Lettuce,A2
鹰嘴豆丸子卷饼,食谱的食材构成,番茄片,A2
Chickpea Falafel Wrap,Ingredient,Tomato Slice,A2
鹰嘴豆丸子卷饼,食谱的食材构成,酱料,D
Chickpea Falafel Wrap,Ingredient,Sauce,D
地中海酿茄子,食谱的功效,补血,食谱的功效
Mediterranean Stuffed Eggplant,Health Benefit,Enrich Blood,Health Benefit
地中海酿茄子,食谱的功效,养颜,食谱的功效
Mediterranean Stuffed Eggplant,Health Benefit,Enhance Beauty,Health Benefit
地中海酿茄子,食谱的食材构成,茄子,A2
Mediterranean Stuffed Eggplant,Ingredient,Eggplant,A2
地中海酿茄子,食谱的食材构成,番茄丁,A2
Mediterranean Stuffed Eggplant,Ingredient,Diced Tomato,A2
地中海酿茄子,食谱的食材构成,鹰嘴豆,A1
Mediterranean Stuffed Eggplant,Ingredient,Chickpeas,A1
地中海酿茄子,食谱的食材构成,菲达奶酪,B2
Mediterranean Stuffed Eggplant,Ingredient,Feta Cheese,B2
地中海酿茄子,食谱的食材构成,橄榄油,D
Mediterranean Stuffed Eggplant,Ingredient,Olive Oil,D
鸡肉糙米饭,食谱的功效,安神,食谱的功效
Chicken and Brown Rice Pilaf,Health Benefit,Calm the Mind,Health Benefit
鸡肉糙米饭,食谱的食材构成,鸡胸肉,B1
Chicken and Brown Rice Pilaf,Ingredient,Chicken Breast,B1
鸡肉糙米饭,食谱的食材构成,糙米,A1
Chicken and Brown Rice Pilaf,Ingredient,Brown Rice,A1
鸡肉糙米饭,食谱的食材构成,胡萝卜,A2
Chicken and Brown Rice Pilaf,Ingredient,Carrot,A2
鸡肉糙米饭,食谱的食材构成,洋葱,A2
Chicken and Brown Rice Pilaf,Ingredient,Onion,A2
鸡肉糙米饭,食谱的食材构成,食盐,D
Chicken and Brown Rice Pilaf,Ingredient,Salt,D
火鸡生菜汉堡,食谱的功效,润肺,食谱的功效
Turkey Burger with Lettuce,Health Benefit,Moisturize the Lungs,Health Benefit
火鸡生菜汉堡,食谱的功效,护肤,食谱的功效
Turkey Burger with Lettuce,Health Benefit,Protect the Skin,Health Benefit
火鸡生菜汉堡,食谱的食材构成,火鸡绞肉,B1
Turkey Burger with Lettuce,Ingredient,Ground Turkey,B1
火鸡生菜汉堡,食谱的食材构成,全麦汉堡胚,A1
Turkey Burger with Lettuce,Ingredient,Whole Wheat Bun,A1
火鸡生菜汉堡,食谱的食材构成,生菜,A2
Turkey Burger with Lettuce,Ingredient,Lettuce,A2
火鸡生菜汉堡,食谱的食材构成,番茄片,A2
Turkey Burger with Lettuce,Ingredient,Tomato Slice,A2
火鸡生菜汉堡,食谱的食材构成,黑胡椒,D
Turkey Burger with Lettuce,Ingredient,Black Pepper,D
三文鱼菠菜蛋派,食谱的功效,养阴,食谱的功效
Salmon and Spinach Quiche,Health Benefit,Nourish Yin,Health Benefit
三文鱼菠菜蛋派,食谱的功效,生津,食谱的功效
Salmon and Spinach Quiche,Health Benefit,Generate Body Fluids,Health Benefit
三文鱼菠菜蛋派,食谱的食材构成,三文鱼,B3
Salmon and Spinach Quiche,Ingredient,Salmon,B3
三文鱼菠菜蛋派,食谱的食材构成,菠菜,A2
Salmon and Spinach Quiche,Ingredient,Spinach,A2
三文鱼菠菜蛋派,食谱的食材构成,鸡蛋,B2
Salmon and Spinach Quiche,Ingredient,Egg,B2
三文鱼菠菜蛋派,食谱的食材构成,牛奶,B2
Salmon and Spinach Quiche,Ingredient,Milk,B2
三文鱼菠菜蛋派,食谱的食材构成,面皮,C
Salmon and Spinach Quiche,Ingredient,Pie Crust,C
烤花椰菜排,食谱的功效,健脾,食谱的功效
Roasted Cauliflower Steaks,Health Benefit,Strengthen the Spleen,Health Benefit
烤花椰菜排,食谱的功效,和胃,食谱的功效
Roasted Cauliflower Steaks,Health Benefit,Harmonize the Stomach,Health Benefit
烤花椰菜排,食谱的食材构成,花椰菜,A2
Roasted Cauliflower Steaks,Ingredient,Cauliflower,A2
烤花椰菜排,食谱的食材构成,橄榄油,D
Roasted Cauliflower Steaks,Ingredient,Olive Oil,D
烤花椰菜排,食谱的食材构成,食盐,D
Roasted Cauliflower Steaks,Ingredient,Salt,D
烤花椰菜排,食谱的食材构成,黑胡椒,D
Roasted Cauliflower Steaks,Ingredient,Black Pepper,D
烤花椰菜排,食谱的食材构成,干香草碎,D
Roasted Cauliflower Steaks,Ingredient,Dried Herbs,D
柠檬酱烤罗非鱼,食谱的功效,行气,食谱的功效
Baked Tilapia with Lemon Sauce,Health Benefit,Promote Qi Circulation,Health Benefit
柠檬酱烤罗非鱼,食谱的功效,活血,食谱的功效
Baked Tilapia with Lemon Sauce,Health Benefit,Invigorate Blood Circulation,Health Benefit
柠檬酱烤罗非鱼,食谱的食材构成,罗非鱼片,B3
Baked Tilapia with Lemon Sauce,Ingredient,Tilapia Fillet,B3
柠檬酱烤罗非鱼,食谱的食材构成,柠檬汁,D
Baked Tilapia with Lemon Sauce,Ingredient,Lemon Juice,D
柠檬酱烤罗非鱼,食谱的食材构成,黄油,B2
Baked Tilapia with Lemon Sauce,Ingredient,Butter,B2
柠檬酱烤罗非鱼,食谱的食材构成,食盐,D
Baked Tilapia with Lemon Sauce,Ingredient,Salt,D
柠檬酱烤罗非鱼,食谱的食材构成,黑胡椒,D
Baked Tilapia with Lemon Sauce,Ingredient,Black Pepper,D
牛肉红豆卷饼,食谱的功效,润燥,食谱的功效
Beef and Bean Burrito,Health Benefit,Moisturize Dryness,Health Benefit
牛肉红豆卷饼,食谱的食材构成,牛绞肉,B1
Beef and Bean Burrito,Ingredient,Ground Beef,B1
牛肉红豆卷饼,食谱的食材构成,红腰豆,A1
Beef and Bean Burrito,Ingredient,Red Kidney Beans,A1
牛肉红豆卷饼,食谱的食材构成,墨西哥卷饼,C
Beef and Bean Burrito,Ingredient,Tortilla,C
牛肉红豆卷饼,食谱的食材构成,番茄酱,C
Beef and Bean Burrito,Ingredient,Tomato Sauce,C
牛肉红豆卷饼,食谱的食材构成,洋葱,A2
Beef and Bean Burrito,Ingredient,Onion,A2
地中海藜麦沙拉,食谱的功效,清热,食谱的功效
Mediterranean Quinoa Salad,Health Benefit,Clear Heat,Health Benefit
地中海藜麦沙拉,食谱的功效,解毒,食谱的功效
Mediterranean Quinoa Salad,Health Benefit,Detoxify,Health Benefit
地中海藜麦沙拉,食谱的功效,调理内分泌,食谱的功效
Mediterranean Quinoa Salad,Health Benefit,Regulate Endocrine System,Health Benefit
地中海藜麦沙拉,食谱的功效,润肠通便,食谱的功效
Mediterranean Quinoa Salad,Health Benefit,Promote Bowel Movement,Health Benefit
地中海藜麦沙拉,食谱的功效,促进皮肤修复,食谱的功效
Mediterranean Quinoa Salad,Health Benefit,Promote Skin Repair,Health Benefit
地中海藜麦沙拉,食谱的食材构成,藜麦,A1
Mediterranean Quinoa Salad,Ingredient,Quinoa,A1
地中海藜麦沙拉,食谱的食材构成,黄瓜,A2
Mediterranean Quinoa Salad,Ingredient,Cucumber,A2
地中海藜麦沙拉,食谱的食材构成,番茄,A2
Mediterranean Quinoa Salad,Ingredient,Tomato,A2
地中海藜麦沙拉,食谱的食材构成,黑橄榄,C
Mediterranean Quinoa Salad,Ingredient,Black Olive,C
地中海藜麦沙拉,食谱的食材构成,橄榄油,D
Mediterranean Quinoa Salad,Ingredient,Olive Oil,D
地中海藜麦沙拉,食谱的食材构成,柠檬汁,D
Mediterranean Quinoa Salad,Ingredient,Lemon Juice,D
地中海藜麦沙拉,食谱的食材构成,盐,D
Mediterranean Quinoa Salad,Ingredient,Salt,D
地中海藜麦沙拉,食谱的食材构成,黑胡椒粉,D
Mediterranean Quinoa Salad,Ingredient,Black Pepper Powder,D
西式蔬菜汤,食谱的功效,健脾,食谱的功效
Western Vegetable Soup,Health Benefit,Strengthen Spleen,Health Benefit
西式蔬菜汤,食谱的功效,利湿,食谱的功效
Western Vegetable Soup,Health Benefit,Eliminate Dampness,Health Benefit
西式蔬菜汤,食谱的功效,清热,食谱的功效
Western Vegetable Soup,Health Benefit,Clear Heat,Health Benefit
西式蔬菜汤,食谱的功效,解毒,食谱的功效
Western Vegetable Soup,Health Benefit,Detoxify,Health Benefit
西式蔬菜汤,食谱的功效,补充维生素,食谱的功效
Western Vegetable Soup,Health Benefit,Supplement Vitamins,Health Benefit
西式蔬菜汤,食谱的功效,安神,食谱的功效
Western Vegetable Soup,Health Benefit,Calm the Mind,Health Benefit
西式蔬菜汤,食谱的功效,除烦,食谱的功效
Western Vegetable Soup,Health Benefit,Relieve Irritability,Health Benefit
西式蔬菜汤,食谱的食材构成,西芹,A2
Western Vegetable Soup,Ingredient,Celery,A2
西式蔬菜汤,食谱的食材构成,胡萝卜,A2
Western Vegetable Soup,Ingredient,Carrot,A2
西式蔬菜汤,食谱的食材构成,洋葱,A2
Western Vegetable Soup,Ingredient,Onion,A2
西式蔬菜汤,食谱的食材构成,番茄丁,A2
Western Vegetable Soup,Ingredient,Diced Tomato,A2
西式蔬菜汤,食谱的食材构成,鸡汤或蔬菜汤,C
Western Vegetable Soup,Ingredient,Chicken or Vegetable Broth,C
西式蔬菜汤,食谱的食材构成,盐,D
Western Vegetable Soup,Ingredient,Salt,D
西式蔬菜汤,食谱的食材构成,黑胡椒粉,D
Western Vegetable Soup,Ingredient,Black Pepper Powder,D
烤三文鱼佐柠檬,食谱的功效,健脾,食谱的功效
Baked Salmon with Lemon,Health Benefit,Strengthen Spleen,Health Benefit
烤三文鱼佐柠檬,食谱的功效,养血,食谱的功效
Baked Salmon with Lemon,Health Benefit,Nourish Blood,Health Benefit
烤三文鱼佐柠檬,食谱的功效,清热,食谱的功效
Baked Salmon with Lemon,Health Benefit,Clear Heat,Health Benefit
烤三文鱼佐柠檬,食谱的功效,滋阴,食谱的功效
Baked Salmon with Lemon,Health Benefit,Nourish Yin,Health Benefit
烤三文鱼佐柠檬,食谱的功效,调节内分泌,食谱的功效
Baked Salmon with Lemon,Health Benefit,Regulate Endocrine System,Health Benefit
烤三文鱼佐柠檬,食谱的功效,促进皮肤健康,食谱的功效
Baked Salmon with Lemon,Health Benefit,Promote Skin Health,Health Benefit
烤三文鱼佐柠檬,食谱的食材构成,三文鱼排,B3
Baked Salmon with Lemon,Ingredient,Salmon Fillet,B3
烤三文鱼佐柠檬,食谱的食材构成,柠檬片,A3
Baked Salmon with Lemon,Ingredient,Lemon Slice,A3
烤三文鱼佐柠檬,食谱的食材构成,盐,D
Baked Salmon with Lemon,Ingredient,Salt,D
烤三文鱼佐柠檬,食谱的食材构成,黑胡椒粉,D
Baked Salmon with Lemon,Ingredient,Black Pepper Powder,D
烤三文鱼佐柠檬,食谱的食材构成,橄榄油,D
Baked Salmon with Lemon,Ingredient,Olive Oil,D
烤甜菜根配山羊奶酪,食谱的功效,凉血,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Cool Blood,Health Benefit
烤甜菜根配山羊奶酪,食谱的功效,散结,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Dissipate Stasis,Health Benefit
烤甜菜根配山羊奶酪,食谱的功效,调理脾胃,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Regulate Spleen and Stomach,Health Benefit
烤甜菜根配山羊奶酪,食谱的功效,补血,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Nourish Blood,Health Benefit
烤甜菜根配山羊奶酪,食谱的功效,活血,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Promote Blood Circulation,Health Benefit
烤甜菜根配山羊奶酪,食谱的功效,促进肌肤修护,食谱的功效
Roasted Beetroot with Goat Cheese,Health Benefit,Promote Skin Repair,Health Benefit
烤甜菜根配山羊奶酪,食谱的食材构成,甜菜根,A2
Roasted Beetroot with Goat Cheese,Ingredient,Beetroot,A2
烤甜菜根配山羊奶酪,食谱的食材构成,山羊奶酪,B2
Roasted Beetroot with Goat Cheese,Ingredient,Goat Cheese,B2
烤甜菜根配山羊奶酪,食谱的食材构成,橄榄油,D
Roasted Beetroot with Goat Cheese,Ingredient,Olive Oil,D
烤甜菜根配山羊奶酪,食谱的食材构成,盐,D
Roasted Beetroot with Goat Cheese,Ingredient,Salt,D
烤甜菜根配山羊奶酪,食谱的食材构成,黑胡椒粉,D
Roasted Beetroot with Goat Cheese,Ingredient,Black Pepper Powder,D
法式烩蔬菜,食谱的功效,清热,食谱的功效
French Ratatouille,Health Benefit,Clear Heat,Health Benefit
法式烩蔬菜,食谱的功效,化湿,食谱的功效
French Ratatouille,Health Benefit,Transform Dampness,Health Benefit
法式烩蔬菜,食谱的功效,调中,食谱的功效
French Ratatouille,Health Benefit,Regulate Middle Qi,Health Benefit
法式烩蔬菜,食谱的功效,理气,食谱的功效
French Ratatouille,Health Benefit,Regulate Qi,Health Benefit
法式烩蔬菜,食谱的功效,补充维生素,食谱的功效
French Ratatouille,Health Benefit,Supplement Vitamins,Health Benefit
法式烩蔬菜,食谱的功效,疏通毛孔,食谱的功效
French Ratatouille,Health Benefit,Unclog Pores,Health Benefit
法式烩蔬菜,食谱的食材构成,茄子,A2
French Ratatouille,Ingredient,Eggplant,A2
法式烩蔬菜,食谱的食材构成,西葫芦,A2
French Ratatouille,Ingredient,Zucchini,A2
法式烩蔬菜,食谱的食材构成,青椒,A2
French Ratatouille,Ingredient,Green Pepper,A2
法式烩蔬菜,食谱的食材构成,洋葱,A2
French Ratatouille,Ingredient,Onion,A2
法式烩蔬菜,食谱的食材构成,番茄酱,C
French Ratatouille,Ingredient,Tomato Sauce,C
法式烩蔬菜,食谱的食材构成,橄榄油,D
French Ratatouille,Ingredient,Olive Oil,D
法式烩蔬菜,食谱的食材构成,盐,D
French Ratatouille,Ingredient,Salt,D
法式烩蔬菜,食谱的食材构成,黑胡椒粉,D
French Ratatouille,Ingredient,Black Pepper Powder,D
烤鸡胸配迷迭香,食谱的功效,补益气血,食谱的功效
Roasted Chicken Breast with Rosemary,Health Benefit,Tonify Qi and Blood,Health Benefit
烤鸡胸配迷迭香,食谱的功效,健脾益胃,食谱的功效
Roasted Chicken Breast with Rosemary,Health Benefit,Strengthen Spleen and Stomach,Health Benefit
烤鸡胸配迷迭香,食谱的功效,活血止痘,食谱的功效
Roasted Chicken Breast with Rosemary,Health Benefit,Promote Blood Circulation and Prevent Acne,Health Benefit
烤鸡胸配迷迭香,食谱的功效,增强机体修复,食谱的功效
Roasted Chicken Breast with Rosemary,Health Benefit,Enhance Body Repair,Health Benefit
烤鸡胸配迷迭香,食谱的食材构成,鸡胸肉,B1
